epoch,d_loss,g_loss,e_loss,recon_loss,kl_loss
513,1.1208,2.1583,2.4607,0.0218,186.3942
514,1.0525,2.2138,2.4013,0.0220,176.8317
515,0.9004,2.3453,2.3644,0.0215,175.2891
516,0.8424,2.2936,2.3600,0.0213,175.1891
517,0.9178,2.2144,2.3342,0.0213,171.8027
518,0.8824,2.2564,2.2840,0.0207,168.3150
519,0.7750,2.3700,2.2630,0.0207,165.1158
520,0.8082,2.3639,2.3593,0.0213,174.2581
521,0.7220,2.5162,2.3970,0.0212,179.1345
522,0.9468,2.3000,2.2662,0.0207,165.0037
523,0.8899,2.2639,2.2704,0.0205,166.3606
524,0.8701,2.2612,2.2451,0.0205,162.5569
525,0.9249,2.3268,2.3943,0.0214,176.4619
526,0.6343,2.5784,2.3703,0.0211,174.5644
527,0.9154,2.2736,2.2198,0.0205,158.7103
528,0.8487,2.2881,2.2432,0.0205,161.3168
529,0.8505,2.2874,2.2148,0.0202,159.2666
530,0.8782,2.2060,2.1727,0.0200,154.7239
531,1.0421,2.1539,2.2621,0.0202,164.5250
532,0.8696,2.2456,2.1504,0.0196,153.7506
533,0.8281,2.2536,2.2044,0.0198,159.6096
534,0.6952,2.3801,2.1128,0.0194,149.3650
535,0.7057,2.5383,2.4563,0.0212,182.1543
536,0.8023,2.3496,2.2175,0.0198,160.0557
537,0.8972,2.1935,2.1829,0.0198,155.3775
538,0.9577,2.1591,2.1114,0.0194,148.3444
539,1.0437,1.9882,2.1137,0.0195,148.0039
540,0.8636,2.2510,2.2895,0.0205,163.7146
541,0.7745,2.3580,2.1544,0.0197,151.2888
542,0.8894,2.2059,2.0914,0.0190,147.3374
543,0.9096,2.1733,2.0911,0.0192,145.7235
544,0.6022,2.5764,2.1334,0.0193,150.4844
545,0.8382,2.3290,2.0890,0.0190,145.9557
546,0.8204,2.3181,2.0989,0.0190,147.1219
547,0.7023,2.4678,2.1787,0.0193,154.9275
548,0.6499,2.5034,2.0658,0.0189,143.2092
549,1.0198,2.1293,2.1398,0.0192,150.1489
550,1.1682,1.9770,2.1161,0.0191,147.7372
551,0.8997,2.1903,2.0875,0.0191,143.9522
552,0.7260,2.4424,2.0883,0.0191,143.7494
553,0.6878,2.4588,2.1722,0.0193,152.8669
554,0.8427,2.2161,2.0665,0.0189,141.4142
555,0.8375,2.2282,2.0357,0.0186,139.5161
556,0.8669,2.2296,2.0869,0.0188,143.9922
557,0.8120,2.2101,2.0859,0.0188,143.6402
558,0.9513,2.1959,2.4245,0.0202,177.1445
559,0.8159,2.4045,2.6447,0.0222,192.1755
560,0.8425,2.2841,2.1661,0.0191,151.0338
561,0.7716,2.3655,2.0654,0.0190,139.2549
562,0.9212,2.1836,2.0417,0.0187,137.8355
563,0.8060,2.2334,2.0400,0.0185,138.2918
564,0.8340,2.2452,2.0403,0.0186,137.9120
565,0.6081,2.5099,2.0320,0.0187,136.0103
566,0.6062,2.5100,2.0433,0.0185,138.0063
567,0.8509,2.2786,2.0199,0.0186,134.5494
568,0.7004,2.3868,2.0190,0.0186,134.3774
569,0.8155,2.2911,2.1801,0.0192,150.2532
570,0.7867,2.4059,2.3164,0.0199,161.9468
571,0.7537,2.3674,2.0402,0.0187,135.6512
572,0.6586,2.3867,2.0339,0.0185,135.6046
573,0.7403,2.4151,2.0138,0.0183,133.8895
574,0.6054,2.5680,2.0274,0.0183,135.4712
575,0.5624,2.5371,2.0114,0.0185,132.1957
576,0.7175,2.4451,2.0987,0.0189,140.3764
577,0.8596,2.1933,2.0420,0.0186,134.5885
578,0.6915,2.3808,2.0129,0.0184,132.0252
579,0.7555,2.3880,2.0640,0.0191,134.2964
580,0.8686,2.2340,2.0436,0.0188,133.2203
581,0.7752,2.2900,1.9866,0.0187,126.7475
582,0.6160,2.5405,2.0855,0.0190,136.6849
583,0.7519,2.4716,2.0969,0.0192,136.6090
584,0.6246,2.5386,2.0104,0.0188,128.2439
585,0.5533,2.6697,2.1272,0.0189,141.6672
586,0.7534,2.4634,2.0108,0.0186,129.2334
587,0.6614,2.5018,2.0388,0.0186,132.3696
588,0.7383,2.3505,1.9987,0.0185,127.7894
589,0.5660,2.6332,2.0289,0.0186,130.5296
590,0.6921,2.5118,2.1148,0.0189,138.9544
591,0.5623,2.6712,2.0109,0.0186,127.9839
592,0.5997,2.5984,2.0207,0.0187,128.5438
593,0.6167,2.5127,1.9898,0.0185,125.7103
594,0.6413,2.5221,2.0250,0.0185,129.6516
595,0.6840,2.4520,2.0232,0.0184,129.7253
596,0.6747,2.4965,1.9941,0.0184,126.0579
597,0.8568,2.3145,2.0218,0.0186,128.1142
598,0.7156,2.4153,2.0129,0.0185,127.4445
599,0.7410,2.3291,2.0278,0.0183,129.8767
600,0.6297,2.3719,1.9446,0.0179,122.3652
601,0.6866,2.4995,2.0888,0.0187,134.4653
602,0.6204,2.5109,2.0239,0.0185,127.7835
603,0.6844,2.4565,2.0158,0.0185,126.8640
604,0.6198,2.5779,2.0112,0.0186,125.4113
605,0.6172,2.5727,1.9635,0.0183,121.5563
606,0.6996,2.4336,1.9584,0.0182,121.3899
607,0.7442,2.4170,2.1614,0.0188,140.9319
608,0.6295,2.4937,1.9989,0.0184,124.1773
609,0.5974,2.5106,1.9806,0.0183,122.6030
610,0.5409,2.6231,2.0102,0.0185,124.7355
611,0.6222,2.5054,2.0311,0.0184,127.2577
612,0.6263,2.5273,1.9786,0.0184,121.2284
613,0.6037,2.6306,2.0393,0.0187,126.1830
614,0.4579,2.7810,1.9545,0.0182,118.8941
615,0.6819,2.4631,2.0187,0.0185,124.3657
616,0.7277,2.6393,2.5210,0.0213,165.3741
617,0.7263,2.5253,2.0412,0.0186,126.0901
618,0.6538,2.3992,1.9950,0.0186,120.7262
619,0.6294,2.4748,1.9657,0.0183,118.6869
620,0.6042,2.5318,1.9535,0.0182,117.6612
621,0.6596,2.4785,2.0314,0.0186,124.1972
622,0.4288,2.9195,2.0117,0.0186,121.7290
623,0.4008,3.0464,1.9779,0.0185,118.3137
624,0.5081,2.8678,2.0427,0.0189,123.1615
625,0.3406,3.0806,1.9608,0.0182,117.6886
626,0.2452,3.4681,1.9686,0.0180,119.5214
627,0.4555,2.9271,1.9668,0.0182,117.9363
628,0.5065,2.7929,2.0090,0.0184,121.7121
629,0.5632,2.6702,2.0143,0.0184,121.8576
630,0.5443,2.6654,1.9826,0.0181,119.5212
631,0.6080,2.6571,2.0231,0.0184,122.2669
632,0.7294,2.4536,2.0179,0.0182,122.5054
633,0.5833,2.5831,2.0336,0.0183,123.4941
634,0.5154,2.7520,2.1521,0.0187,134.4799
635,0.6077,2.5844,1.9946,0.0182,119.5192
636,0.6539,2.5489,2.0353,0.0185,122.1321
637,0.5066,2.7047,1.9531,0.0181,115.4266
638,0.5745,2.7096,2.0429,0.0185,122.6540
639,0.6306,2.5612,1.9940,0.0184,117.8829
640,0.6637,2.4358,1.9910,0.0184,117.3391
641,0.6431,2.5272,1.9878,0.0186,115.6378
642,0.5460,2.6973,2.0259,0.0186,119.3161
643,0.6099,2.6075,2.0107,0.0185,118.2323
644,0.5864,2.6028,1.9772,0.0184,114.7292
645,0.5444,2.7525,2.0614,0.0187,122.5778
646,0.6788,2.5254,2.0878,0.0188,124.4683
647,0.6590,2.6065,2.0270,0.0183,120.3297
648,0.5835,2.7014,1.9941,0.0186,115.2469
649,0.4231,2.8999,1.9839,0.0184,114.7886
650,0.6047,2.7818,2.1165,0.0191,125.1039
651,0.5181,2.9512,2.0397,0.0189,118.0209
652,0.3762,3.1697,2.0451,0.0186,119.6465
653,0.2670,3.3653,2.0240,0.0186,117.4876
654,0.4201,3.0428,2.1056,0.0190,123.7988
655,0.3344,3.2265,2.0769,0.0185,123.0807
656,0.1604,3.6653,1.9481,0.0182,110.9152
657,0.1423,3.7891,1.9849,0.0182,114.4525
658,0.1257,3.9262,2.0027,0.0182,116.3627
659,0.1632,3.9182,1.9891,0.0182,114.8553
660,0.1816,3.8020,2.0005,0.0183,115.3140
661,0.2719,3.3627,2.0033,0.0183,115.5178
662,0.1869,3.6438,2.0276,0.0183,117.7016
663,0.4620,3.0892,2.0251,0.0183,117.0476
664,0.4810,3.0623,1.9998,0.0185,113.6376
665,0.3296,3.2211,2.0459,0.0183,118.9651
666,0.2360,3.4611,2.0367,0.0183,117.8896
667,0.3599,3.1296,2.0297,0.0183,117.3383
668,0.5205,3.0115,2.0345,0.0186,115.8718
669,0.4142,3.1451,2.0562,0.0184,118.7452
670,0.2418,3.4704,2.0081,0.0183,114.3134
671,0.1813,3.5469,1.9711,0.0182,111.0257
672,0.3161,3.3100,2.0140,0.0182,114.8600
673,0.2634,3.4146,2.0144,0.0182,114.9031
674,0.4313,2.9687,1.9879,0.0182,111.9529
675,0.5846,2.7317,2.0208,0.0183,115.0455
676,0.4475,2.9330,1.9980,0.0182,112.6756
677,0.3404,3.2003,2.0629,0.0185,117.7278
678,0.4779,2.9026,2.1560,0.0189,125.4053
679,0.3596,3.2399,2.0757,0.0187,117.8694
680,0.2990,3.3512,2.0283,0.0185,113.6665
681,0.4066,2.9034,1.9766,0.0182,109.5796
682,0.4842,2.7873,2.0141,0.0183,112.9919
683,0.6500,2.6765,1.9472,0.0181,106.7660
684,0.5759,2.7144,1.9866,0.0182,110.2390
685,0.5776,2.6733,2.0141,0.0184,112.1536
686,0.5317,2.8033,2.0294,0.0184,113.4107
687,0.5272,2.8240,1.9856,0.0183,109.1063
688,0.5302,2.7952,2.0111,0.0184,110.9039
689,0.4254,2.8904,1.9583,0.0180,107.4456
690,0.3682,3.0428,1.9974,0.0183,110.1004
691,0.5364,2.7397,2.0429,0.0186,112.8301
692,0.4808,2.8871,1.9833,0.0184,107.8950
693,0.4619,2.8391,1.9462,0.0182,104.8451
694,0.4961,2.7826,1.9843,0.0184,107.6246
695,0.4942,2.8484,1.9879,0.0184,107.9561
696,0.4606,2.7653,1.9980,0.0186,107.6978
697,0.5606,2.7872,2.0069,0.0188,107.1592
698,0.5595,2.7735,2.0903,0.0190,114.4170
699,0.5328,2.6846,2.0309,0.0190,108.2092
700,0.3717,3.1758,2.1001,0.0192,114.2492
701,0.2819,3.3439,2.0130,0.0188,107.0815
702,0.3090,3.2460,2.0456,0.0188,110.6912
703,0.2983,3.3441,2.0268,0.0187,109.1331
704,0.1850,3.8077,2.0172,0.0185,109.0263
705,0.2708,3.5485,2.1714,0.0191,121.7295
706,0.3289,3.3626,2.0377,0.0186,110.7889
707,0.2929,3.4812,2.0131,0.0187,107.9405
708,0.3128,3.4375,1.9991,0.0184,107.8577
709,0.2896,3.4799,2.1283,0.0188,118.8506
710,0.3405,3.3266,2.0006,0.0186,107.2642
711,0.2930,3.2816,1.9898,0.0184,107.1591
712,0.2049,3.6476,1.9908,0.0183,107.5325
713,0.1088,4.3560,2.1639,0.0189,121.6426
714,0.1768,3.6341,2.0346,0.0183,111.9554
715,0.2239,3.5574,1.9590,0.0181,105.4233
716,0.3125,3.3966,2.0240,0.0181,111.7486
717,0.3161,3.3843,2.0356,0.0185,111.2787
718,0.3672,3.2862,1.9923,0.0186,106.4765
719,0.2846,3.4418,1.9963,0.0184,107.7036
720,0.3041,3.5382,1.9716,0.0185,104.9029
721,0.1138,4.3059,2.0037,0.0182,109.1855
722,0.0801,4.4988,1.9530,0.0180,105.0549
723,0.1387,4.0755,2.0303,0.0183,111.7172
724,0.3528,3.2437,1.9908,0.0182,108.1758
725,0.2632,3.6959,2.0350,0.0185,111.1284
726,0.2546,3.5331,1.9830,0.0183,106.9008
727,0.2744,3.4600,1.9952,0.0182,108.5788
728,0.1849,3.6837,1.9297,0.0180,103.0089
729,0.1431,3.9634,1.9387,0.0179,104.4278
730,0.3102,3.4937,1.9392,0.0180,103.9219
731,0.3764,3.3042,1.9918,0.0183,107.7258
732,0.1483,3.9059,2.0008,0.0182,109.1430
733,0.3552,3.3178,1.9652,0.0183,105.1690
734,0.3954,3.2563,1.9752,0.0182,106.3875
735,0.2188,3.7167,2.0529,0.0183,113.7693
736,0.1019,4.2279,1.9684,0.0181,106.3159
737,0.1213,4.1208,2.0476,0.0183,113.2506
738,0.1139,4.2232,2.1132,0.0186,118.5684
739,0.0879,4.3731,1.9593,0.0180,105.8740
740,0.3063,3.4834,1.9264,0.0180,102.6317
741,0.2555,3.6756,1.9908,0.0180,109.0266
742,0.1088,4.2041,1.9544,0.0180,105.4297
743,0.3292,3.5157,2.0291,0.0181,112.5031
744,0.2460,3.6740,2.0136,0.0183,109.8484
745,0.2133,3.6809,2.0204,0.0183,110.3300
746,0.3045,3.4420,2.0759,0.0184,115.3682
747,0.4755,3.0671,1.9868,0.0182,107.4449
748,0.3870,3.0697,2.0750,0.0184,115.3698
749,0.4290,2.9991,1.9552,0.0185,103.2107
750,0.4054,3.1515,1.9710,0.0186,104.2467
751,0.4197,3.1404,1.9138,0.0182,100.4563
752,0.3308,3.3796,1.9877,0.0184,106.6590
753,0.2742,3.4808,1.9163,0.0183,100.2258
754,0.2379,3.5913,1.9550,0.0184,103.6596
755,0.3405,3.0963,1.9247,0.0180,102.4734
756,0.5506,2.8113,2.0368,0.0185,111.2164
757,0.3236,3.4279,2.0068,0.0186,107.4776
758,0.2515,3.4701,1.9582,0.0184,103.8217
759,0.2156,3.6689,1.9540,0.0182,104.2840
760,0.2083,3.6163,1.9378,0.0181,103.0865
761,0.1870,3.6665,1.9422,0.0181,103.6869
762,0.1602,3.8576,1.9852,0.0181,107.9188
763,0.3198,3.3291,1.9438,0.0181,104.0002
764,0.3239,3.1176,1.9631,0.0181,105.8126
765,0.3947,3.0404,1.9757,0.0182,106.5258
766,0.4885,2.9109,1.9750,0.0182,106.5409
767,0.4059,2.9676,1.9787,0.0182,106.9308
768,0.3460,3.1551,1.9884,0.0183,107.4427
769,0.4025,3.0326,1.9950,0.0182,108.3014
770,0.4291,2.9732,1.9630,0.0182,105.5499
771,0.4701,2.8896,1.9113,0.0180,101.0894
772,0.4247,3.0326,2.0054,0.0183,108.8096
773,0.3533,3.1508,1.9748,0.0183,105.9053
774,0.3972,3.1118,2.1704,0.0192,121.1716
775,0.4492,2.9954,1.9491,0.0182,103.6677
776,0.3207,3.3238,1.9281,0.0182,101.7396
777,0.2917,3.4052,1.9338,0.0182,102.5718
778,0.2389,3.6767,1.9110,0.0180,100.9951
779,0.4799,3.1078,1.9260,0.0182,101.6854
780,0.3356,3.3213,1.9023,0.0181,99.9472
781,0.3909,3.0475,1.8867,0.0179,99.2028
782,0.3942,3.0917,1.9202,0.0180,102.1600
783,0.2083,3.7042,1.9805,0.0179,108.4228
784,0.2589,3.4729,1.9318,0.0180,103.1057
785,0.3686,3.3329,1.9265,0.0180,102.5750
786,0.3108,3.2635,1.8997,0.0178,100.9816
787,0.4937,2.9581,1.9896,0.0181,108.4543
788,0.4151,3.0133,1.9049,0.0180,100.6080
789,0.4739,3.0002,1.9137,0.0180,101.1870
790,0.3085,3.2811,1.9029,0.0179,100.8741
791,0.2839,3.3600,1.9910,0.0184,107.0728
792,0.2247,3.5308,1.9042,0.0180,100.2272
793,0.2863,3.5033,1.9013,0.0180,99.9011
794,0.2363,3.6041,1.9209,0.0180,102.3003
795,0.2777,3.4123,1.8935,0.0180,99.2405
796,0.2873,3.3281,1.9915,0.0183,107.8161
797,0.3672,3.2448,1.9376,0.0182,102.9590
798,0.4900,2.9814,1.9597,0.0180,106.0986
799,0.3020,3.3374,1.9189,0.0180,101.9547
800,0.3037,3.4708,1.9154,0.0179,101.9366
801,0.2575,3.4577,1.8782,0.0179,98.1206
802,0.3261,3.2601,1.9181,0.0179,102.1788
803,0.3010,3.2462,1.8876,0.0179,99.2721
804,0.5575,2.9105,1.9399,0.0182,103.0373
805,0.3393,3.1737,1.9195,0.0180,101.8541
806,0.2506,3.4227,1.9311,0.0181,102.4023
807,0.2843,3.4644,1.9298,0.0179,103.3249
808,0.4461,3.1678,1.8973,0.0180,99.5094
809,0.4276,3.0462,1.8933,0.0180,99.3223
810,0.4081,3.0648,1.8988,0.0180,99.9073
811,0.3245,3.2655,1.9081,0.0180,100.6866
812,0.2802,3.3492,1.9018,0.0180,100.3788
813,0.3363,3.3665,1.9327,0.0182,102.2395
814,0.2829,3.3839,2.0596,0.0186,112.8113
815,0.3078,3.3951,1.9228,0.0178,103.1028
816,0.3387,3.2348,1.9223,0.0180,102.3972
817,0.3853,3.1601,1.9301,0.0181,102.6579
818,0.3686,3.1530,1.8832,0.0179,98.6090
819,0.3230,3.2105,1.9230,0.0180,102.5332
820,0.2376,3.4584,1.8723,0.0179,97.8038
821,0.2972,3.2415,1.8901,0.0178,99.7796
822,0.3316,3.2746,1.8899,0.0178,99.7753
823,0.2698,3.4448,1.8926,0.0178,100.3245
824,0.3544,3.2370,1.9148,0.0179,102.0511
825,0.3489,3.2320,1.8825,0.0178,99.4046
826,0.4608,3.0329,1.8768,0.0177,98.9637
827,0.3429,3.1299,1.9587,0.0180,105.7457
828,0.3716,3.1728,1.8671,0.0178,97.5666
829,0.4806,3.0216,1.8633,0.0177,97.7489
830,0.3021,3.3574,1.8996,0.0179,100.5946
831,0.2348,3.5011,1.8715,0.0177,98.4021
832,0.1742,3.7226,1.9571,0.0182,104.9310
833,0.2312,3.6646,1.9052,0.0179,101.0214
834,0.4504,3.0995,1.8481,0.0178,95.9829
835,0.3108,3.2512,1.8925,0.0178,100.4507
836,0.3848,3.2252,1.8856,0.0178,99.7581
837,0.3816,3.1899,1.9109,0.0180,101.1226
838,0.2529,3.4243,1.8792,0.0178,99.1241
839,0.3509,3.3702,1.9139,0.0180,101.3814
840,0.2306,3.6278,1.8876,0.0178,99.6959
841,0.2764,3.5094,1.9278,0.0180,102.7193
842,0.3215,3.3076,1.8747,0.0178,98.4396
843,0.2407,3.4830,1.8824,0.0178,99.3007
844,0.2792,3.4842,1.8790,0.0178,98.7614
845,0.2197,3.6185,1.8965,0.0178,100.4482
846,0.2562,3.5423,1.8907,0.0177,100.7586
847,0.2547,3.5060,1.8628,0.0178,97.2202
848,0.2541,3.3725,1.8680,0.0176,98.9412
849,0.2118,3.5722,1.8893,0.0177,100.2755
850,0.3051,3.4885,1.8777,0.0177,99.1551
851,0.2024,3.6543,1.8903,0.0176,100.8278
852,0.2722,3.5247,1.8900,0.0179,99.4895
853,0.1497,3.9960,1.8750,0.0178,98.6637
854,0.1440,4.0401,1.8901,0.0178,99.7775
855,0.1221,4.0981,2.0020,0.0179,110.4978
856,0.0978,4.4577,1.9460,0.0182,103.5279
857,0.0521,4.8205,1.9084,0.0178,101.7586
858,0.0499,4.9933,1.8750,0.0177,98.8807
859,0.0414,5.1054,1.8747,0.0175,99.8105
860,0.0232,5.5993,1.8772,0.0176,99.9035
861,0.0746,4.5703,1.9297,0.0179,103.6414
862,0.1838,4.0485,1.8457,0.0175,97.0365
863,0.1525,4.1998,1.8582,0.0177,97.4045
864,0.1515,4.0686,1.8818,0.0177,99.5109
865,0.2243,3.8321,1.8615,0.0177,97.7017
866,0.2182,3.7731,1.8695,0.0177,98.2219
867,0.1764,3.8817,1.8540,0.0176,97.6200
868,0.1275,4.1332,1.9116,0.0179,101.8362
869,0.1226,4.4038,1.9466,0.0177,105.9793
870,0.0817,4.4962,1.9038,0.0176,102.3472
871,0.0941,4.5250,1.8578,0.0176,97.9674
872,0.0826,4.4703,1.9108,0.0177,102.7605
873,0.0856,4.3687,1.8771,0.0175,99.9659
874,0.0562,4.7645,1.8695,0.0174,99.9237
875,0.0435,4.8846,1.8706,0.0175,99.7045
876,0.0533,4.8846,1.8706,0.0175,99.7045
877,0.0512,4.9058,1.8413,0.0173,97.7292
878,0.0423,5.3331,1.8926,0.0175,101.8986
879,0.1663,4.8381,1.8823,0.0175,100.7990
880,0.1829,4.3499,1.9715,0.0180,107.1996
881,0.0692,4.6455,1.8959,0.0177,101.1895
882,0.0792,4.5997,1.8598,0.0174,98.9340
883,0.1004,4.4719,1.8692,0.0174,99.8776
884,0.0543,4.8515,1.8916,0.0175,101.6342
885,0.0961,4.3742,1.8982,0.0175,102.4221
886,0.1175,4.3452,1.9954,0.0181,108.8376
887,0.1408,4.2952,1.9651,0.0179,107.0011
888,0.2123,4.0628,1.9665,0.0181,106.1539
889,0.2052,4.0315,1.9821,0.0180,108.4582
890,0.0718,4.7317,1.9407,0.0176,105.8567
891,0.0699,4.7960,1.8946,0.0175,102.0816
892,0.1698,4.0951,1.9223,0.0177,103.5268
893,0.1168,4.2891,1.8599,0.0175,98.3298
894,0.1385,4.2550,1.8744,0.0176,99.5341
895,0.1388,4.2528,1.8666,0.0175,99.3744
896,0.1059,4.3323,1.8709,0.0174,99.8536
897,0.0834,4.4620,1.8707,0.0174,100.0226
898,0.1417,4.1865,1.8628,0.0177,97.6054
899,0.1886,4.1348,1.8850,0.0177,100.1906
900,0.0783,4.5014,1.8703,0.0175,99.6513
901,0.1391,4.1172,1.9194,0.0175,104.3387
902,0.1079,4.3266,1.9098,0.0175,103.3184
903,0.0967,4.3349,1.8834,0.0174,101.0902
904,0.0665,4.8020,1.8795,0.0175,100.3862
905,0.0570,4.8383,1.8762,0.0173,101.0086
906,0.0686,4.7096,1.8939,0.0175,101.9101
907,0.1193,4.3167,1.8563,0.0173,99.1185
908,0.1104,4.3786,1.8309,0.0173,96.4180
909,0.1001,4.3535,1.9531,0.0178,106.3081
910,0.0792,4.6189,1.8933,0.0174,102.1498
911,0.1343,4.2669,1.9022,0.0175,102.9233
912,0.0583,4.7416,1.8363,0.0171,97.9412
913,0.0986,4.4230,1.8561,0.0174,98.5361
914,0.1823,4.1586,1.8634,0.0176,98.4432
915,0.0852,4.7250,1.9036,0.0174,103.1068
916,0.0758,4.6547,1.8562,0.0174,98.8122
917,0.1303,4.4430,1.8496,0.0173,98.6276
918,0.0713,4.7353,1.8655,0.0174,99.7735
919,0.0943,4.6012,1.8711,0.0173,100.4266
920,0.1200,4.4760,1.9412,0.0176,106.1131
921,0.0385,5.1728,1.8620,0.0173,99.5016
922,0.0602,4.8274,1.9054,0.0174,103.3341
923,0.0402,5.0734,1.9012,0.0173,103.4047
924,0.0473,4.9946,1.9207,0.0175,104.4899
925,0.0819,4.6815,1.8628,0.0172,100.2766
926,0.0740,4.7285,1.8503,0.0173,98.7009
927,0.1057,4.4642,1.8467,0.0173,98.3816
928,0.0948,4.4891,1.8499,0.0174,97.7755
929,0.0674,5.1261,1.8668,0.0175,99.3637
930,0.0623,4.7991,1.8656,0.0174,99.5317
931,0.0945,4.6394,1.8652,0.0174,99.3051
932,0.1756,4.1579,1.8437,0.0174,97.1705
933,0.1996,3.9019,1.8689,0.0175,99.3514
934,0.3459,3.6277,1.8459,0.0176,96.6725
935,0.2387,3.6571,1.8461,0.0176,96.4324
936,0.1983,3.8727,1.8222,0.0174,95.2353
937,0.2131,3.6905,1.8325,0.0174,96.4071
938,0.2498,3.6111,1.8357,0.0177,95.3006
939,0.2002,3.7506,1.8750,0.0176,99.5568
940,0.1892,3.8688,1.9302,0.0178,104.1589
941,0.1769,3.8753,1.8527,0.0177,97.0120
942,0.2345,3.7256,1.8002,0.0175,92.6759
943,0.2969,3.6309,1.8659,0.0176,98.6971
944,0.1978,3.9904,1.8408,0.0176,95.9576
945,0.1964,3.8637,1.8327,0.0176,95.2149
946,0.3691,3.4346,1.8428,0.0175,96.5780
947,0.2109,3.7204,1.8023,0.0175,92.6707
948,0.2461,3.6652,1.8219,0.0174,95.1207
949,0.2213,3.6005,1.8401,0.0175,96.4070
950,0.2225,3.6185,1.8126,0.0175,93.9786
951,0.2300,3.7562,1.8625,0.0176,98.1954
952,0.3088,3.5806,1.8697,0.0178,97.8788
953,0.2908,3.5057,1.8547,0.0178,96.5758
954,0.2378,3.6516,1.8415,0.0180,94.1389
955,0.2961,3.6099,1.8491,0.0179,95.5746
956,0.2110,3.8424,1.8897,0.0179,99.2871
957,0.1141,4.0770,1.8188,0.0177,93.5760
958,0.1548,4.0068,1.8282,0.0178,94.0471
959,0.1719,4.0667,1.8287,0.0176,94.9588
960,0.1968,3.9929,1.8409,0.0177,95.5444
961,0.2766,3.5835,1.8418,0.0178,95.3866
962,0.3000,3.4791,1.8776,0.0179,98.2873
963,0.1828,3.8976,1.8553,0.0176,97.4687
964,0.1409,4.1154,1.8431,0.0177,95.9652
965,0.1797,3.9697,1.8394,0.0176,95.8652
966,0.2604,3.6920,1.8367,0.0176,95.5860
967,0.2543,3.5683,1.8179,0.0174,94.6082
968,0.3000,3.4620,1.8484,0.0174,97.6775
969,0.2699,3.6620,1.8083,0.0175,93.4920
970,0.2647,3.5216,1.8040,0.0174,93.5176
971,0.2698,3.4109,1.8273,0.0175,95.3707
972,0.2188,3.6701,1.8145,0.0174,94.5868
973,0.2830,3.5192,1.8400,0.0176,96.1028
974,0.2383,3.7137,1.8358,0.0175,95.8902
975,0.2266,3.7634,1.8812,0.0177,99.5909
976,0.2330,3.7727,1.8401,0.0176,95.9031
977,0.1204,3.9937,1.8575,0.0175,98.2889
978,0.1874,3.7835,1.8213,0.0174,94.8981
979,0.1920,3.7438,1.8170,0.0174,94.6351
980,0.2308,3.7318,1.8010,0.0175,92.7312
981,0.2344,3.6629,1.8295,0.0176,95.1488
982,0.2109,3.7093,1.8215,0.0175,94.8096
983,0.1950,3.7337,1.8361,0.0174,96.6954
984,0.3278,3.6057,1.8380,0.0174,96.6105
985,0.2425,3.6327,1.8434,0.0175,97.0404
986,0.2172,3.7116,1.8258,0.0174,95.3440
987,0.2039,3.7510,1.8178,0.0173,95.1794
988,0.2708,3.5767,1.8522,0.0175,97.4892
989,0.2806,3.4608,1.8521,0.0176,97.3113
990,0.3046,3.5117,1.8721,0.0175,99.9298
991,0.1669,3.8335,1.8030,0.0173,93.6897
992,0.1766,3.9401,1.8384,0.0173,97.2763
993,0.2535,3.6950,1.8114,0.0175,93.7446
994,0.2870,3.4138,1.8336,0.0176,95.4881
995,0.2019,3.6622,1.8549,0.0173,98.8894
996,0.2673,3.5381,1.8160,0.0174,94.7638
997,0.3369,3.5101,1.8193,0.0173,95.3490
998,0.2784,3.4093,1.8222,0.0175,94.9425
999,0.2175,3.6531,1.7916,0.0174,92.2317
1000,0.3050,3.4486,1.7851,0.0172,92.6444
